116	The man was shot outside of the apartment building during a traffic stop and his condition was not immediately available.Police said he was taken into custody and is now in critical condition.
117	The man is now being charged with murder after police say he shot at a woman's head, and was shot in the head twice.Police say the man and woman were walking in a parking lot at Easton
118	The man was arrested and charged with felony assault, according to the prosecutor's office in West Bend.
119	The man , who is in his 40s, has a tattoo of a woman's head, one of the few visible signs of her uterus.
120	The man 's wife, who was at the party when the incident took place, said that he asked her for her phone number..
121	The man 's family had been notified by the police.The case was still under investigation and no arrests have been made.
122	The man was arrested on suspicion of manslaughter and was taken into custody.The woman was taken to a local hospital after the incident.
123	The man has been detained for allegedly assaulting her as she was leaving the building, but police have said he has been released..
124	The man was identified as Stephen B.
125	The man was not aware of the incident and did not respond to a request for comment.The incident occurred at 6:42 p.m.
126	The man who was raped by his ex-wife, who had just been separated from his children, was "unfortunate and regrettable," but said it was the "right thing to do."
127	The man told police he was having problems with the woman's body and asked him if she needed help.Police came under attack in their pursuit of the man and called for help from the public.The suspect fled
128	The man is a former U.S.
129	The man is an employee of the company who was arrested and charged with indecent exposure.The woman was also charged with indecently touching a staff member, according to the complaint."We're not dealing with a man
130	The man who was shot in the back of the head was treated at the scene for a concussion and was expected to survive.Police say the victim was walking home and the shooter was not involved in any of the
131	The man was not arrested.
132	The man was charged with aggravated assault and one count of assaulting the woman during the incident.
133	The man was arrested and charged with aggravated assault, battery and resisting arrest after police arrived at his home Friday evening.The incident occurred at 13.40 p.m.
134	The man who attacked her was seen in the video in the car in which she was attacked with a hammer and other weapons.
135	The man allegedly threw a brick at a police officer during a traffic stop in the Bronx, police said..
136	The man was arrested on $100,000 bail in connection with the beating of an unconscious woman and was being held on $200,000 bail.The man was initially charged with assaulting a woman on a public
137	The man was not identified..
138	The man was carrying a syringe and a syringe tray when he was shot by police, she said.He was taken to the hospital in critical condition.Investigators say that the man was walking along Dundas
139	The man 's family will be notified shortly.
140	The man who died from the fall of her womb was not a doctor, as she told CNN on Monday, but was a "caretaker."The woman, who was in her 50s, had a heart
141	The man was charged with attempted murder and was due to appear in Hamilton today.Police said the victim was walking home from a work meeting and the woman was walking at about the same time.
142	The man who allegedly attacked her was arrested on suspicion of attempted assault.
143	The man 's wife died this summer, the man's mother told The Associated Press, the family's lawyer said.
144	The man , who was taken into custody at a Dallas police station, had not been charged..
145	The man 's body was found to have a broken femoral artery and is in good condition..
146	The man in the photo has been identified as 31-year-old Christopher Stoddard.
147	The man died in hospital, but the hospital was able to confirm the death.
148	The man had been shot by police because she was not allowed on campus.
149	The man had been arrested for the alleged rape and had been allowed to leave the courthouse.
150	The man in the picture is not the first woman to receive a death sentence after being found guilty of rape.
151	The man was arrested and charged with aggravated assault.
152	The man in the picture was identified as 27-year-old Chris Dufresne, from West Seattle.He is wanted on a felony charge of criminal distribution of marijuana and possession of up to four controlled
153	The man is also a man and has already been detained for questioning at a police station in south Delhi.The incident was brought to the attention of the Delhi High Court on Monday night.
154	The man has been arrested at the hospital in the city, but the police investigation is expected to focus on the man's sexual orientation, authorities said.The mother of the baby was arrested at the scene, but
155	The man was taken into custody by police in East London at around 4.40pm.Officers were called to the scene shortly after 5pm, and he was arrested with a bag on his head.
156	The man was arrested on suspicion of felony aggravated assault and booked into the Clark County Jail.Police said they were called to the home on the 1100 block of South Broad Street around 5:30 p.m.
157	The man is in custody, but he was not injured.Police said they believe the woman was intoxicated.
158	The man hunt for the killer was conducted in the area where the shooting took place.The shooting occurred around 5 a.m.
159	The man was found dead at his home, near his family's home in the 500 block of South Washington Avenue, according to police.Police said the man was shot and killed by two men who came out of
160	The man was not wearing a birth control pill.
161	The man is not a known suspect in the case.
162	The man in charge of the case, who declined further comment, told a press conference that his wife was pregnant with his second child at the time of the attack.
163	The man 's mother identified himself as a family friend and asked the police to investigate the incident.The man was taken into custody, but was not charged by police.
164	The man was arrested on suspicion of aggravated rape and was taken into custody on charges of rape, indecent assault and battery, according to police reports.Django was arrested after a neighbor found a woman with her
165	The man had his own private baby just last week.
166	The man had been drinking alcohol the night before his arrest, but police said he was intoxicated and had been drinking a glass of wine at the time of the arrest.Police said the man was not wearing a seat
167	The man who allegedly groped her is not the one who has been charged in the case, though she said that he was also the victim of a "sexual assault.".
168	The man she accused of attempting to rob her has been identified as Joseph E.
169	The man was a woman, and he was the only one who didn't get his hands on it..
170	The man 's face was kept private, and he is now being looked after by the same health care provider – the only one in the country to have a permanent implant on his penis..
171	The man is not carrying a permit to carry a concealed weapon.
172	The man in the black hat was not wearing a shirt with the words "I'm a mother." Instead, he had a black hat and a white shirt.The man in the black hat was wearing a black
173	The man said she was "overwhelmed" by the incident, saying it "was a shock."The woman said she was concerned about her pregnancy and being treated for her depression, and was not sure if
174	The man who tried to kill her is now in police custody.Police say it's not known if he's affiliated with the group..
175	The man was taken into custody after being allegedly arrested at his home by a group of men who yelled "Allah akbar" and "Hail Allah!" as he was being treated at the hospital.Police said
176	The man 's death was the result of "multiple causes", including a heart attack.
177	The man and his partner, who are both from the same community in New Jersey, were not arrested.
178	The man was arrested on suspicion of attempted rape and felony stalking.
179	The man was arrested this morning in connection with a DUI, which occurred on the street of an apartment complex in the 6200 block of North 8th St..
180	The man has been charged with rape and attempting to commit rape.Police were called to the scene of the alleged assault at about 11:20 p.m.
181	The man , who was not identified, was arrested Monday after police said he struck her in the face, causing her to fall from the floor and then fall from the back of a car.
182	The man has not been charged.The court case began in July with a preliminary hearing scheduled for Sept.
183	The man who was arrested was charged with robbery after a chase on the southbound I-94 near Uptown Road, according to the Cook County State's Attorney's Office.The man who was arrested was
184	The man who brought out the news was not the first.
185	The man allegedly attacked her with a belt and then grabbed her by the throat.
186	The man hunt is still on for the teen, who police say was wearing a black t-shirt and black sunglasses.Investigators are trying to determine a motive for the shooting.
187	The man is facing charges of felony theft of a vehicle after a police officer spotted him driving a stolen vehicle near a home on the 1100 block of North 12th Avenue at about 1:30 p.m.
188	The man was arrested and taken to the hospital, where he underwent surgery.
189	The man who had to be arrested was acquitted of the charges.The woman, who was not identified, has said that she was concerned about the consequences of the arrest for the man who was arrested, but that
190	The man was not the first man to be charged with a rape..
191	The man 's death has been ruled a homicide, and the medical examiner has ruled he was unconscious.No arrests have been made, but authorities have confirmed that the man is wanted for questioning in connection with the shooting
192	The man said there were two incidents, one in December and the other in August.The woman told FOX 13 that she was sitting in a car on West Main Street on Sunday when a man came running down the
193	The man who held the woman in front of her family was not named.But her daughter, who is a mother of two, said: "She was very happy to be out."The woman's father,
194	The man was arrested on suspicion of robbery and assault in early morning on Tuesday, police said.The man, identified as 45-year-old John Doe, told police he was robbed and assaulted by three men
195	The man who was arrested by officers in the Bronx on charges of first-degree rape of a minor is still at large, according to the NYPD's New York City Department of Public Safety.
196	The man was arrested in a suburb of St.
197	The man who has been in the hospital for five days will be put in a special care unit in a nearby hospital for treatment..
198	The man , who identified himself as Josephine, said he was unaware of any medical issues when he was questioned by police.
199	The man and woman were taken into custody on suspicion of assault in the first degree on Wednesday.The woman, 19, was taken into custody on suspicion of assault in the first degree on Wednesday.The woman,
200	The man in the video is wearing a bright purple dress and blue jeans.
201	The man who was charged with the murder has been identified as David D.
202	The man who allegedly raped her "had been wearing a condom and had been using a condom inside of her, as well" when she was a teenager, the police said.The 22-year-old said
203	The man , who is believed to be Jewish, was not arrested, but was taken into custody for allegedly attempting to leave the hospital in a white Ford F-350 and a black Mercedes sedan.Police said they
204	The man was arrested after police say he stole a $1 bill from a woman's wallet during a trip to a concert on Oct.
205	The man is a convicted felon.
206	The man , who is not being identified, said he was at work in the same building in early May when he was assaulted.He said he did not know the man or his wife, and that police were
207	The man is believed to be a father of an American citizen, and is believed to be of Ethiopian descent.The woman is believed to be the son of an American citizen who was born in the United States,
208	The man who tried to kill her was actually a doctor who was a long-standing friend of the woman, she said.
209	The man is not a suspect or charged with any crime.
210	The man at the centre of a controversy over who was in charge of the delivery of the baby has been identified as Dr Stephen Wilkins.The spokesman for the NHS said that he was employed by a charity run
211	The man who was arrested in the case said he was driving back from the gym when he was stopped by police..
212	The man who was arrested is in custody.
213	The man had "no criminal history.".
214	The man was taken into custody by police in the early hours of Monday morning..
215	The man has been charged with murder after he allegedly attacked an officer, who was responding to a report of an armed robbery.Authorities say the man's name has not been released.
216	The man who fired her told her "she was doing it for her family, not her own"..
217	The man , who is from Afghanistan, was arrested on Monday morning after police said he threatened to kill women with a machete.
218	The man was in hospital, but no arrests have been made.
219	The man was described as white and wearing traditional clothing, including a white button-down shirt and matching black trousers, was charged with aggravated assault and resisting arrest.
220	The man was not arrested for any offences and he was not known to police.
221	The man who was charged with first-degree murder is due to appear in court on Tuesday, prosecutors said.The attack began at 9:20 p.m.
222	The man has been taken into custody in connection with the incident and is expected to appear in court on Oct.
223	The man has a "strict personal privacy policy".
224	The man has been charged with three counts of robbery, one count of robbery with intent to rob and one count of robbery with intent to launder money.
225	The man in the photo had a long beard and was wearing a white T-shirt and black jeans.
226	The man who was shot in front of her in the parking lot of the West End Church of the Holy Sepulcher in the early morning hours of December 11th was just five days after he was shot.
227	The man had had a procedure in which he had to remove a uterus.
228	The man 's appearance is not unusual for the woman..
229	The man was not identified, but his face was covered.He was taken into custody at around 11:45 p.m.
230	The man had been in hospital for about two weeks.
231	The man has been in jail three times for child molestation, including in 2013 and 2014.The woman, who has not been named, told the court that she was attacked by the woman's husband while he
232	The man 's mother, who was seen exiting the building, was also seen leaving after police arrived.
233	The man , who was wearing a hijab, was detained at the scene, but no details were immediately available.The suspect was charged with a felony count of making a false statement, an incident that was brought to
234	The man was released from hospital after being treated for a urinary tract infection.
235	The man who called 911 and died on a stretcher, whose name hasn't been released, was a "very good friend of mine" from Ohio, who had been living at the time of the call with
236	The man has a medical history of heart disease and diabetes and is a registered nurse.
237	The man was charged with raping a woman in a New Hampshire hotel room in March 2016, and was sentenced to up to 18 months behind bars.A woman who works in the state's medical center testified that he
238	The man in question was not a woman and was not wearing a condom, the man said.Police have yet to identify the person.Police have asked anyone with information about the incident to contact Crime Stoppers at
239	The man may have gone to jail because of his appearance in a video posted on YouTube.
240	The man 's case does not look like it will be resolved before a decision is made in May.
241	The man had been given a $3,000 fine by the police..
242	The man was able to enter the hospital, but there was no immediate word on his condition..
243	The man was arrested on suspicion of attempted murder and possession of a firearm.
244	The man who raped her is being held in custody on suspicion of making false statements, although he has not been charged in the case.The woman said she was sexually assaulted by a man who was a local government
245	The man is a former U.S.
246	The man was not the only person who tried killing her, the lawyer said.
247	The man who took over as chief physician at the University of Queensland in Queensland was not a registered nurse.The Queensland Hospitality Authority said it was aware of the case and would not comment.The Queensland Hospitality
248	The man was arrested by police outside of his home while they were searching for him.
249	The man who drove her and her partner to the hospital to be admitted to the hospital and she was a little worried she could have it removed was a father of twins.
250	The man was not arrested by police during the raid.
251	The man 's daughter was told to stay inside the car, because he was having a miscarriage.
252	The man who was charged with raping and killing his wife, 31-year-old Kelly Marie, was never charged with the crime.A DNA test showed him to be from Ireland.Investigators have said the man
253	The man 's condition is unknown, but his condition is expected to worsen over the next few weeks, said spokeswoman Julie Wohl.The woman was placed in a medically induced coma in May after a car accident,
254	The man is a man and is not being identified.
255	The man 's family members were not available for comment.
256	The man who attacked her was a mother with a baby..
257	The man was arrested on suspicion of domestic violence, according to the Los Angeles County Sheriff's office.The man and woman were reported to be in an altercation on West 7th Street near the intersection of West 7
258	The man she claims is a father of four said she is "very proud" of him..
259	The man , who was not identified, was charged with aggravated indecent exposure of a child and resisting arrest.A judge ordered the man to be held without bond.
260	The man who allegedly threatened to rape her and then attacked her with a razor was identified by police as Joel, according to the Associated Press, who also spoke with the woman at the scene.Police spokesman Sgt.
261	The man was arrested after police said he threw a rock at officers and told officers he was a "terrorist".He was taken to King's College Hospital with a broken arm and had been arrested on suspicion of assaulting
262	The man was identified only as "J.A.".
263	The man was not injured or even seriously injured in the shooting, but it was unclear from the description of the gun used.The incident took place in a neighborhood on the 700 block of East St.
264	The man had been shot in the back of the head by police and was treated at a local hospital.
265	The man was taken to hospital with serious injuries and is expected to survive.The woman was found on her own in a home in the 200 block of West Sixth Avenue.Police said the victim was taken to the
266	The man died after his wife fell in a pool on Wednesday morning.Police said they believe he may have been trying to kill the woman, who was also in the pool with his two daughters.The woman was
267	The man in the photo is not a resident of the state.
268	The man has refused to take his wife to a hospital, which is not allowed, so he says he had to go to the ER.
269	The man 's actions were made possible by the Women's Health Campaign's campaign, which has raised more than $14 million for the campaign since January.The Planned Parenthood campaign, which has been fighting the defunding
270	The man in question has no apparent connection to the incident.
271	The man said he was going to give birth before she was to have sex with him, and also claimed that he had a vasectomy before the event, before she was to have sex with him.The man
272	The man is being held in lieu of $10,000 bail..
273	The man in question was identified as Michael J.
274	The man is not a member of the Council of Europe.
275	The man was arrested after his arrest.Police said the 30-year-old was arrested Sunday, June 9, for the felony assault of a pregnant woman.
276	The man in the video is not the first woman to be accused of adultery, and the second is a woman who has been charged with a felony for adultery.
277	The man in the picture was identified only as a male by the girl's father.A spokesman for the North Dakota Department of Health said the girl has a genetic condition known as Down syndrome..
278	The man , who had allegedly told police he'd found a woman pregnant with a child, was arrested by detectives at his home Tuesday morning.Police say the man tried to get away with the incident and hit his
279	The man with the most serious health issues was found dead in his home in the city's city center.The police confirmed the death was an accident.
280	The man had been placed on the list of those convicted of sexually assaulting children, which was subsequently withdrawn.
281	The man was arrested at around 4pm and taken to a police station where he was arrested again at around 1am, the court heard.The police were called at 6.45pm and the man was arrested
282	The man was arrested when he pulled her out of an alleyway and began to throw her, according to police.
283	The man was arrested last month after a warrant was issued for his arrest for assaulting a woman in South Carolina last summer.The woman filed a complaint against her ex-husband, who had been in their home for
284	The man was arrested after the women allegedly tried to get through a security checkpoint at the Westfield Shopping Center near the Westfield Mall.Authorities said they did not find a weapon inside the shopping center, but said
285	The man who threatened to kill her and her unborn baby from behind a window in the home of her mother is described as a white male who looks to be about 30 years older than her, according to the police
286	The man who was assaulted at a Planned Parenthood clinic is in custody, authorities said.
287	The man was identified as 26 year-old David K.
288	The man who raped her in front of her was also accused of drugging her.
289	The man who was killed in the attack said he was "wanting to go home."
290	The man was arrested on Wednesday, and was charged with possessing child pornography.
291	The man 's condition is not life-threatening, and the woman is being told her husband is fine.An ultrasound of the man's abdomen has not been performed and the woman's husband is in good health.
292	The man has not been charged..
293	The man , who was driving from Chicago to Washington, D.C., was found dead Tuesday night just before 5 p.m.
294	The man in question was identified as 34-year-old Jairus Abdul Rahman, who was driving a Honda Accord while parked at the intersection on Friday morning.He was pronounced dead at the scene.A
295	The man was identified as Michael Phelan, who was arrested in November 2013 on charges of public order violations and resisting arrest.
296	The man in her late 50s has a penchant for making out with his wife and even has a penchant for getting his hair cut..
297	The man who was assaulted, identified as 33-year-old Michael Henningsen, later filed a police report saying he had been a victim of domestic violence.Police said the report states that Henn
298	The man has also been charged with manslaughter.Police said the man is described as a black male, with short dreadlocks and a dark complexion.
299	The man was arrested and charged with battery and interfering with a police officer, according to the lawsuit.A spokeswoman for the district attorney's office declined to comment.
300	The man in question was at the clinic during the visit, but later confirmed he was a female..
301	The man charged with driving her through the airport before she was shot in the head has been arrested and charged with second-degree murder, according to the Associated Press.The woman's mother, who was not named
302	The man in her care for the last two weeks has been admitted to hospital, but there has been no confirmation that he was still being cared for.
303	The man who took the oath of office is Dr.
304	The man 's wife, who was also at the scene of the shooting, gave no details about the incident.
305	The man has not yet been named.
306	The man 's mother, who lives in London, was treated by paramedics to open her uterus while the woman was being taken to hospital.
307	The man was found dead inside her home near the home where she worked, police said.
308	The man is a woman and a registered nurse who is an OB-GYN and is a registered nurse.
309	The man did not have a medical license.
310	The man was detained and charged with attempting to carry out the attack, but refused to give his name.The woman was taken to the emergency room to be treated and released on her own recognizance, police
311	The man has been charged with rape.
312	The man was found unconscious and taken to St.
313	The man was arrested after an incident in which a woman was walking home from her job.Police said he then walked away from them, but said they found a woman who was carrying a baby.
314	The man was not injured, she said..
315	The man was not identified.
316	The man 's identity was not revealed, but his name comes from the same name that had been used to identify him as a woman, and is also a pseudonym..
317	The man was arrested in the morning on suspicion of causing a death, according to police.
318	The man was arrested on suspicion of possessing more than 20 grams of cannabis and possessing a controlled substance under the law.The woman, who had been detained at the scene of the incident, is being held on $
319	The man 's family was shocked to hear her name change to 'Dorothy' on Thursday night.He said his wife and the couple shared a home in North Carolina and a job with the insurance company.
320	The man was taken into custody and charged with assault and battery, and his lawyer did not return a call.
321	The man 's face was covered by a protective covering and not visible to other women.The woman said they had asked for a lawyer because she was worried about being seen in public."We believe that they did not
322	The man , who is described as a 30-year-old African American man, has been charged with murder and is being held without bail in the Georgia county jail.The killing of an Ohio woman in 2010
323	The man in the photo is not the first woman to be accused of sexual harassment at the hands of a man.
324	The man who was arrested is described as a black man in his 20's, with a dark complexion, wearing a blue t-shirt and dark pants, who was wearing a black jacket, blue jeans and black
325	The man on the block in the video was not the only person in the room.
326	The man who allegedly threatened to shoot two women in the stomach and kill them before shooting himself was in his 20's, according to news reports.He may have been in his mid-30's, according to
327	The man , who looks like a 16-year-old girl, was arrested last month and was charged with two counts of assault and a misdemeanor assault after allegedly punching a woman in the face, striking her with
328	The man was arrested at a South Florida strip club for allegedly punching a waitress and the woman, who was asleep, police said.The woman, who did not wish to be identified, was taken to a hospital
329	The man in question was arrested and charged with felony child endangerment.
330	The man , who spoke on condition of anonymity because he was not authorized to speak to reporters, said he was the father of two, who had been born with Down syndrome.
331	The man 's wife is the only woman in the courtroom.
332	The man , who is white, is carrying a woman who is also a woman, the spokeswoman said.According to the law, he is not required to wear a hijab.
333	The man appeared to be a man, a woman and a girl, and he was wearing a hijab..
334	The man was arrested.
